Price,Locality,Condition,Text,Transmission,Fuel
5800.0,Birkirkara,Used - Fair,2008 Honda accord CU1 P/E ,Manual,Unknown
2500.0,Attard,Used - Good,"1974 Triumph toledo Triumph Toledo Malta production, body need some attention but still drivable and road worthy with unique colour Harvest Gold. Brake servo rebuilt and rear  wheel cylinder replaced also alternator has been rebuilt, tyres in very good condition  and a new battery  [hidden information] See less",Manual,Unknown
6800.0,Santa Luċija,Used - Good,2006 BMW x5 Very Good Condition.. Bargain price to sell immediately !  call 79046846 ,Manual,Unknown
1500.0,Għaxaq,Used - Fair,Toyota 79265716 ,Manual,Unknown
1300.0,Sliema,Used - Good,Citroen Picasso Citroen  picasso 16Hdi Fullextras Aircondition  Manual transmission  2007 model Licence 354euro maximum  CALL79981572 See less,Manual,Unknown
5800.0,Qrendi,Used - Good,BMW 520 2007 Automatic BMW 520 2007  131k mls  20 diesel  Very good condition  Gearbox automatic  Price is 5800 but negotiable   Serious buyers only  See less,Automatic,Diesel
3999.0,Żurrieq,Used - Fair,Chevrolet spark 37000km 1 owner Chevrolet spark  Only 37000km !! Ta malta  2014  12 petrol  License till May cheap  Just service Lt full extras  Only 1 owner See less,Manual,Petrol
2499.0,Żabbar,Used - Good,"Toyota vitz hatchback 2003 ✅ Toyota ✅ Vitz ✅ Hatchback ✅ 2003 ✅ Manual ✅ 10 ✅ Petrol ✅ 137,000kms ✅ 2 Doors ✅ Full Basic Extras ✅ Sunroof ✅ Local ✅ €117 Max License  ✅ Price 💥 €2499💥  See less",Manual,Petrol
2000.0,Żebbuġ,Used - Fair,Suzuki Gran Vitara Garaged Mob-79004236 ,Manual,Unknown
1000.0,Balzan,Used - Fair,Hyundai Accent Hyundai Accent good working condition starts and drives well. Body needs some attention.  CALLS ONLY - 99461473 See less,Manual,Unknown
5000.0,Luqa,Used - like new,Kia Ceed Kia ceed   Full extras  Manual 2012  Petrol Low license  Very good condition   ,Manual,Petrol
4500.0,Żebbuġ,Used - Fair,"Renault Megane coupe Renault Megane coupe 15DCI Price 4,500 YOM 2009 Manual 15DCI Diesel FULL LEATHER INTERIOR Keyless Air conditioning Climate control  And more....  Mob: 77466684 See less",Manual,Diesel
6000.0,Ħamrun,Used - like new,Honda Fit Honda Fit  ✔️2009 model ✔️13.30 engine ✔️Japan import ✔️Automatic  ✔️Petrol  Mint condition! Must be seen! Monthly installments accepted. Low deposit.  Price €6000  Please call on 79239401/99579707 See less,Automatic,Petrol
33000.0,Birkirkara,Used - Good,Corvette c3 1977 good condition Corvette c3 1977 ,Manual,Unknown
8900.0,Għaxaq,Used - Fair,Toyota Yaris Hybrid 2013 Automatic Hybrid Direct from owner Mileage 110k Price negotiable ,Automatic,Hybrid
1000.0,Birkirkara,Used - Fair,Opel Astra G Daily use car  Low licence Alloy wheels and Alarm Petrol 16V some body scrathes and internal usage  Good also as for parts or part exchange. See less,Manual,Petrol
3700.0,Mosta,Used - Fair,Maruti Gypsy 1989 Maruti Gyspsy   Original 1.0l engine with hardtop  New +2inch shock absorbers New lifted leaf springs plus added a leaf in the rear +2inch shackles New tierods + tierod ends New bushings New tyres  1inch spacers Roof rack Bullbar Sidesteps See less,Manual,Unknown
7499.0,Żejtun,Used - like new,"Alfa Giulietta - 2014 - Read Desc ✅ Alfa ✅ Giulietta ✅ Hatchback ✅ 2014 ✅ Manual ✅ 20 ✅ Diesel ✅ 67,000mls ✅ 4 Doors ✅ Full Extras ✅ Import ✅ License Paid ✅ €339 Max License  ✅ Price 💥 €7,499💥 ✅ 50% Deposit & Payments ✅ Part Exchange ✅ Contact 77536384 See less",Manual,Diesel
11500.0,San Pawl il-Baħar,Used - Fair,"Peugeot 3008 ( 32.000 mls only!!!) Ta' Malta Peugeot 3008, 1.6 HDI - Very economic  - Local - cheap license - License till December 2023 - VRT till December 2024 - 32000 miles only - Automatic + pedal shifting - Parking sensors front  and rear  - Electric windows - Back windows blinds  - Central locking - Child safety lock - ISOfix - Cruise control - Speed limiter - Distance sensor adjustable  - Automatic lights  - Rain sensors  - Head light washers - Heads up display  - Panoramic sunroof - Dual Air condition - Power steering - Hill assistant  - Electric hand brake - Multifunction steering - Cd - Mp3 - Bluetooth - USB - 12V outlet (front,rear,trunk) - Foldable back seats - Foldable passenger seat - Cooling and heating glove department - Cup holders front and back -  Spare wheel - Flash light - And much more... - The car is in excellent condition...  Price negotiable ... For more information you can contact me on Messenger, What's up, Viber... +356 77 32 32 77 See less",Automatic,Electric
3580.0,Gudja,Used - Fair,Nissan march 2010 auto Full extra  Call 99229502 ,Manual,Unknown
4300.0,Kirkop,Used - Fair,Chevrolet Cruze Chevrolet Cruze 2.0 diesel ta malta  License till December vrt 2023 55000km vrt every 2 years  Upgrade intercooler modified zisco  Remap 220bhp  Reverse camera Parking sensors Subwoofer pioneer 6.2  inch touch screen usb ... See less,Manual,Diesel
7000.0,Birkirkara,Used - Fair,Big Austin 7 Mob : 99874631 ,Manual,Unknown
24500.0,Balzan,Used - Fair,"2014 Range Rover evoque 2.2 ed4 pure Land Rover Range Rover Evoque 2.2 eD4 Pure YOM: 2014 Mileage: 90,000km Colour: Santorini Black Interior: Full Tan Leather Transmission: Manual  Key-less Go, ABS, Alarm, Immobiliser, Alloy Wheels, Air Conditioning, Climate Control, Cruise Control, CD Player, Electric Mirrors, Electric Windows, Electric Seat adjust, Full Tan Leather Sport Interior, Heated Seats, PDC Rear Parking Sensors With Display, Blue Tooth, Multi Function Steering Wheel, Spot Lights See less",Manual,Electric
11200.0,Mosta,Used - like new,Mazda Demio Wine Like New !! just arrived at Ventur Motors Mosta Like new  Top of the range I’m the best colour  Phone 99498775  Ventur motor mosta ,Manual,Unknown
1234.0,San Ġiljan,Used - Fair,1999 Toyota tercel Toyota tercel parts available ,Manual,Unknown
14700.0,Żabbar,Used - like new,Peugeot 2008 Allure BluHDI 1.6 diesel 2016/17 facelift model. Full service history. 64K kilometres. Perfect condition. ,Manual,Diesel
1000.0,Attard,Used - Good,"hyundai coupe ta malta good condition, selling due  need of family car ,licence till end september 2023 ",Manual,Unknown
8500.0,San Pawl il-Baħar,Used - Good,Peugeot 208 ta malta Peugeot 208 manual transmission ta' malta low licence 1.2 petrol 2017 only 63000kms or 36000 miles has all options in very good condition. Part exchange considered .call 99498140 See less,Manual,Petrol
27000.0,Siġġiewi,Used - like new,Ford Focus 2022 28k Km Perfect car for Bolt uber ecabs only 27k kms only cash payments acccepted ,Manual,Unknown
12500.0,Tarxien,Used - like new,"Qashqai Nissan qashqai ta 2015.. bil 15 diesel. Uk import.. max license €300  Perfect condition only 1 owner in Malta.  €12,500 but will be ready to negotiate. For more information contact on 79919828 See less",Manual,Diesel
4500.0,Marsaskala,Used - like new,Daihatsu yrv K3-VET 1.3 turbo petrol automatic Full extras  Ac License €117 Model 2000 Petrol 120km Part exchange accepted ,Automatic,Petrol
18950.0,Paola,Used - Good,KIA SPORTAGE 2016 Manaul 2016 Desiel 1.7  Power steering  Alloy wheels  Manaul Reverse camera  Folding mirrors Monthly payments  Part exchange  Visit our showroom wbautomotivemalta or Contact [hidden information] See less,Manual,Unknown
9500.0,Żurrieq,Used - Good,"Austin 7 For Sale - Eur9,500 Austin 7 for sale - eur9,500 ",Manual,Unknown
13800.0,Ħamrun,Used - Fair,2012 Pegeout RCZ 2.0 hdi 230 bhp!! low miles Peugeot RCZ for sale no problems..1st owner in malta..no time wasters price slightly negotiable. PE WELCOME See less,Manual,Unknown
12000.0,Msida,Used - Fair,"Nissan Leaf Japan imported electric vehicle Nissan Leaf 2018. Colour: Pearl white with light grey interior,Automatic, car stereo already changed to English setting. For more info contact me. See less",Automatic,Electric
25000.0,Sliema,Used - like new,"Mazda mx5 2016 Car is in mint condition, always garaged with a host of upgrades done. Please contact via private message for more details and negotiations. See less",Manual,Unknown
18500.0,Attard,Used - Good,"Opel Rekord 1967 Opel Rekord 1967, manual transmission, 2000cc engine, 3 doors. Classic car in very good condition. € 18,500. For more information call on 99779852 See less",Manual,Unknown
2500.0,Balzan,Used - Good,"Bmw E90 AUTOMATIC, For Parts Or To Be Fixed Bmw e90 year 2006 (CRASHED) 2.0 Diesel Automatic Service’s done few months ago  ✔️Oil and filter’s  ✔️X4 brake disc’s  ✔️X4 Wishbone’s  Selling it as a whole car for part’s or to be fixed Contact: 77344929  💰PRICE NEGOTIABLE See less",Automatic,Unknown
4200.0,Żabbar,Used - Good,Toyota Vit Full extras  Japan import License €340  1.0 petrol Automatic  2006 Good condition  For more info contact 77487303 See less,Automatic,Petrol
8800.0,Qormi,Used - Fair,BMW 1series TA MALTA BMW 1 series TA MALTA!! 116d manual business edition top condition only 50k!! Miles not to be missed pm for viewing no time wasters thanks See less,Manual,Unknown
5200.0,Balzan,Used - Fair,Chevrolet Captiva Chevrolet Captiva Ta Malta Manual transmission  SUV Year of Make 2008|2009 PM if interested ,Manual,Unknown
5000.0,Birkirkara,Used - Fair,"FIAT 500 DOLCEVITA , LOCAL 2021 , 10,000KM , 5,000 deposit Available at Premier Car Centre ,  Valley road , Bkara  @ Premier Cars   Deposit €5,000 Direct Finance   Fiat 500 - DolceVita - 2021 / 22  Mild Hybrid  1 Careful owner  Reason for selling ; Owner left the Country  LOCAL  12,000km only as NEW  UNDER Agent Warranty   Mob 79012006 Frederick   Also available Mercedes ,  BMW , Mazda , Toyota , Audi , and more models See less",Manual,Hybrid
7200.0,Birkirkara,Used - Fair,"2008 Nissan qashqai Selling a pristine 2008 Nissan Qashqai Tekna Version with top of the range specifications.  As the Tekna Version, this Qashqai is loaded with all the top-of-the-line features you could ask for. From heated leather seats to a panoramic sunroof, this car has it all. And with its Bluetooth connectivity and premium BOSE sound system, you'll always stay connected and entertained on the road.  Engine: 1.5 litre DCI diesel engine  List of features: - 17 inch tires - Xenon Lights - BOSE Sound System - Bluetooth connectivity - Electric Folding Mirrors - Rain sensor windscreen wipers - Automatic climate control - Keyless entry and start - Reverse camera - Leather steering - Roof rack - Original tinted glass - Heated Leather Seats - 6 Gear transmission - Rear Seats Armrest - New Spare Wheel  New Battery was also installed and still under guarantee Clutch, Pressure plate and trust bearing also recently replaced.  Contact number: 99425652 or private message on Facebook See less",Automatic,Electric
1000.0,Fgura,Used - Good,"Mercedes A Class 220 AMG Mercedes benz A220 AMG Model year - 2014 Fuel - diesel Colour - silver  Mileage - 98,000miles  Car is in excellent condition Full extras  5 Door  Automatic  Panoramic roof    Please call on 99229982 / 79002526  See less",Automatic,Diesel
1200.0,San Pawl il-Baħar,Used - Good,FORD FIESTA ......16 DIESEL.......FULL EXTRAS.......MANUAL......2005 ...IN GC FORD FIESTA ......16 DIESEL.......FULL EXTRAS.......MANUAL......2005 ...IN GC BLACK LEATHER SEATS AIRCONDITION.... POWER STEERING CENTRAL LOCKING..  ELECTRIC WINDOWS ALLOY WHEELS STEREO 2005  MODEL 1.6 DIESEL  .....MANUAL.... LICENCE ......385 VRT TILL END APRIL 2024.... GOOD FIRST OR DAILY CAR.... DRIVES GREAT ! TEL.... 7750 8850 See less,Manual,Electric
4500.0,Birkirkara,Used - Fair,"Smart For Four , PRIME , Automatic, 15,000 km Finance Option ;  Available  with €4,500 Deposit  - DIRECT Finance   *** SMART For four , PRIME - Automatic - 1.0 Petrol   ***   SMART For four  PRIME ( Leather  , Panoramic Glass , heated seats , reverse Camera , alloys ETC ... )  1.0 Petrol   Automatic  JAPAN IMP  1 Owner  2017   AS NEW With warranty   Available for Viewing  @ Showroom Birkirkara   Premier Car Centre   Commercial - ROAD TAX ***   Cash Price On Request   CALL - ( 79012006 )  **** Attractive Finance OFFER on All our Vehciles ****  Direct Finance - upto 5 Years - No Bank Loans Required  Deposit Required & Monthly Payment - 5 Years  For All Type of Cars , Local , Japan & UK Imports  Also available most of Luxury Vehicles in Stock , Mazda , Toyota , VW , Bmw , Mercedes , Opel , Peugeot , Mazda , Suzuki , Porsche , ETC ...  Contact Sales Management for all your enquiries ; Frederick 📞 79012006 See less",Automatic,Petrol
6500.0,San Pawl il-Baħar,Used - Fair,Hyundai 10 2014 model A/c central locking power steering. ,Manual,Unknown
4800.0,Msida,Used - Fair,TOYOTA YARIS / VITZ TA MALTA ONLY €117 LICENCE FULL EXTRAS PARTEXCHANGE OK CALL 77456579 OR 99456579 TOYOTA YARIS BOUGHT NEW LOCAL ( TA MALTA) €117 ONLY LICENCE PER YEAR 2006 MODEL 10CC ENGINE PETROL MANUAL TRANSMISION X 2 KEYS LICENCE PIAD TILL DECEMBER 2023  FULL EXTRAS POWESTERING AIRCONDTION ELECTRIC WINDOWS CENTRAL LOCK ALARM AND MUCH MORE  GOOD CONDTION PARTEXCHANGE WELCOME CALL OR SMS ON 77456579 OR 99456579 WHATSAP 77456579 See less,Manual,Electric
4200.0,Rabat,Used - Fair,Toyota Tercel Toyota tercel Manual 15 turbo diesel New cover seats Service recently done Enkei rims with good tires New wishbone New vented disc brakes 2 new engine mounts See less,Manual,Diesel
1599.0,Qormi,Used - Fair,"2003 Peugeot 206 x line 1.4 hdi VRT carried out in December 2022  License paid until DEC 2023.  The body needs some attention, but the car works mechanically fine.   Very economical with a diesel 1.4 HDI engine.  Electric Windows, Power Steering, Air Conditioning, Bluetooth stereo  Low License capped at €170.  Price is negotiable and offers are welcome. See less",Manual,Electric
3900.0,Swieqi,Used - Fair,"2005 Mercedes C230 compressor avantgarde not registered Not registered in Malta! EU documents. Mercedes Benz C230 Automatic, Year 2005, 1796cc petrol, 141kw ",Automatic,Petrol
4500.0,Żebbuġ,Used - Fair,"Lotus eclast No papers needs some tlc good for hillclimb no time for it, calls only no part exchange call 79391777 and no time wasters pls See less",Manual,Unknown
5000.0,Safi,Used - Good,Bmw 120D Bmw 120D 2009  143k miles Timing chain changed Clutch + flywheel changed Full extras  -AC -automatic headlights (angle eyes)  -cruise control  - elelctric windows/mirrors - headlight washers  Recently full serviced + new battery  Vrt done ✅  Please call on 77980439 See less,Automatic,Electric
2500.0,Swieqi,Used - Good,"2006 Honda jazz Selling Honda Jazz. Only one owner.  ITALIAN CAR.  Engine is in good condition, no need to fix the mechanical structure.   Perfect if you need to move things, it fits a lot of stuff.   Road license paid until August 2023.   Payment Revolut or BOV pay only, NO CASH.  ITA:  AUTOMOBILE CON GUIDA A SINISTRA, UNIPROPRIETARIO, IMPORTATA DALL'ITALIA.  Vendesi Honda Jazz, motore funzionante, non necessita di riparazioni.  Capientissima. Bollo pagato fino Agosto 2023.  NO CONTANTI, Pagamento Revolut. See less",Manual,Unknown
1000.0,Mtarfa,Used - Fair,Hyundai atos 2004 manual 117euro license Hyundai atos 2004 manual car is in good working condition only have some faded spray vrt 2 years for more info call 77773019 See less,Manual,Unknown
4000.0,Żebbuġ,Used - Good,Toyota Vitz 2009 Toyota Vitz 2009 10 petrol automatic Good condition  206km Engine is brand new from inside  Vrt passed New door speakers and subwoofer See less,Automatic,Petrol
11000.0,Mellieħa,Used - Fair,"Toyota Yaris 2018 1.5L Manual Toyota Yaris 2018 1.5L Petrol (very low consumption)  Manual 6 speed Mint condition Fully serviced - Toyota Malta (all invoices included) 1 owner 65K km Still on warranty until August 2023 Toyota body warranty for 12 years Licence will be paid from my end on July 2023 Perfect car for Malta  Part exchange considered - small and cheaper  4x4 (gypsy, jimny, samurai)  Contact number 79614784  Please read well the advertising, time is precious 😬 See less",Manual,Petrol
8800.0,Swieqi,Used - Good,"Honda Fit 2015 Honda Fit / Jazz Automatic  Manufacturing year 2015, Register in Malta on June 2021, 49000km, Next VRT due end May 2023, Low license. One lady owner only, Full extra including: Reversing camera and dash camera Reason for sale:  Change to a large size vehicle. See less",Automatic,Unknown
3000.0,Żabbar,Used - Fair,Jeep maruti 99520227,Manual,Unknown
3499.0,Żabbar,Used - Fair,"⭐2007 Jaguar X type ⭐ Ta🇲🇹 low license ❗❗(300e) 2007 Jaguar X type ✅Low license (300e) paid  ✅Low km only 120km❗❗vrt every 2years ✅ Service history  ✅ Beige leather interior ✅New tyre's and new battery (still with warranty ) ✅Ice cold ac ✅X2 keys Many extras to mention Always garaged and serviced  💥PRICE 3,499e 💥(negotiable) PE CONSIDER t See less",Manual,Unknown
9450.0,Sliema,Used - Fair,Fiat Barchetta - Limited edition 2004 LHD Manual Tidy example with a genuine low mileage. Red  No time wasters please.  This car comes with: Adjustable Steering Column/Wheel Electric Windows (Front) Removable and storable roof In Car Entertainment (Radio/CD) Speakers Upholstery Cloth Mirrors External Air Bag Driver Air Bag Passenger Anti-Lock Brakes Central Door Locking Front Fog Lights Immobiliser Power-Assisted Steering See less,Manual,Electric
7900.0,Msida,Used - like new,Nissan note ta malta 2015 model Nissan note ta malta 2015 model Petrol  Only 57 km Full extras  One owner  Mint condition for more info call 99447826  Or visit us at kurt autosales in 134 valley road msida See less,Manual,Petrol
14000.0,Swieqi,Used - Good,"Hyundai ix 35 leather seats always garaged , very good condition ",Manual,Unknown
1000.0,Qormi,Used - Fair,For sale or p/e well come call 📞 99454494 For sale or p/e well come call 📞 99454494 for more information pm ,Manual,Unknown
4300.0,Gżira,Used - Good,BMW 318TI COMPACT BMW 318TI COMPACT   Very few models made Series 3 M Sport Ta Malta Very Good condition inside and out 2.0petrol engine 3 door sport fast back Nearly new Tyres  Comes with Full Extras Air condition  Power Steering  Fully adjustable Steering Column Cruise Control  ABS Traction Control Electric Windows  Electric Mirrors  Front bumber integrated fog lights Bucket Seats Factory Original CD Stereo with 6 CD Changer Always Serviced  License Aprox €560  Calls only 7761 8763  Price €4300 See less,Manual,Electric
1400.0,Attard,Used - Fair,2003 Peugeot 206 Peugeot 206  Eur1600 H'Attard License till January 2024 (Licenzja ta' Malta) ,Manual,Unknown
2750.0,Birkirkara,Used - Fair,"VW Golf Mark 4 TDI 2004 Manual Golf MK4 2004 19 TDI Manual Driving UK Import  Tale Quale Price Negotiable  Very reliable car, perfect for first time drivers and golf enthusiasts  Contact: 79066343, 77773903 See less",Manual,Unknown
13000.0,Kirkop,Used - Fair,"Renault captur 15dci diesel Low mileage 55k miles Negotiable Low license Satellite Navigation,  17 inch alloy wheels,  ABS brakes with Traction Control,  Bluetooth, Central Locking,  Cruise Control,  Electric Folding Mirrors,  Rear Parking Sensors,  Multifunction Steering Wheel,  Electric Windows (Front & Rear),  Power-Steering,  Climate Control with Air Conditioning See less",Manual,Electric
18000.0,Attard,Used - Fair,"2002 Honda civic ep3 typer (old license) Honda Civic TypeR EP3 (Low license)  Car is in excellent condition, always taken care of with quality products and maintenance  I'm 2nd owner from new, bought from local dealer in Malta. I owned car for 10+ years. Mileage: 65K  Tegiwa Carbon Fibre intake Tegiwa 70mm catback exhaust  DC Sport exhaust manifold Engine mounts inserts (Energy Suspension) Ferodo front brake pads  Shifter bushes replaced, shifter feels a brand new car  Only serious enquiries please, no p/e See less",Manual,Unknown
3500.0,Xagħra,Used - Good,Golf MK4 14Petrol Golf MK4 14Petrol 140k km Price negotiable ,Manual,Petrol
58000.0,Rabat,Used - Fair,1970 Ford Mustang mach 1 fastback 1970 Mach1 Fastback. Engine. Ford Windsor V8 5.8lt Contact . 79490453 ,Manual,Unknown
3200.0,Birżebbuġa,Used - Fair,Popel Gudd ,Manual,Unknown
1500.0,Żejtun,Used - Fair,Mondeo ta 2002 malta 20 turbo Diesel 79918594 ,Manual,Diesel
30500.0,Swieqi,Used - like new,"MGB 1978 Fully restored 1978 with no expense spared ! With a step by step picture restoration and all receipts to go with it , it’s as new and better . Registered and ready to use See less",Manual,Unknown
9800.0,Swieqi,Used - Good,"2017 Toyota yaris TOYOTA YARIS - 2017 Bought in Malta (from Toyota show room) -FIRST REGISTRATION 20.1.2017 - 1 OWNER !! - -colour RED -fuel – PETROL -ENGINE CAPACITY – 1330 qub.cm - MANUAL – 6 gears -5 doors / HEDGEBACK - - electric mirrors and windows - Passed ONLY  12 400 miles  - - No accidents !!!!! - -PLS NOTE-THE PATTERN ON THE BODY YOU SEE ON THE PHOTOS ARE SUN REFLECTIONS - Never used in summer months – always kept in a garage.  That’s why  tires (DUNLOP) are in a very good condition !  - Equipped with AC, radio, blue tooth, reverse camera, USB slot,   additional : -special rubber bands on the doors and body for protection - VRT – passed 2022,exempted for 2023 - -road license (198 eu-TO BE SHARED) paid till December 2023 SELLING PRICE 9 800 EU – NOT NEGOTIABLE.!!!!! THE CAR WILL BE AVAILABLE  WITHIN THE PERIOD 28.4. – 1.5. SURCHARGES MAY APPLY  IF YOU WANT THE CAR BY THE 3RD OF APRIL  INQUIRIES VIA sms, chat, FB-messenger  and etc. will be NOT accepted  – IT IS NOT SERIOUS ! Pls call 99445026, 99243883 ( viber and WhatsAp as well ) See less",Manual,Electric
31000.0,Swieqi,Used - Fair,"Jeep Renegate 4xe plug-in July 2021 11,000 Km, automatic gearbox Jeep Renegate plug-in with battery autonomy of 50 km. From Malta. Engine 1500 cc patrol. 4x4. Automatic gear box  All time parked in a box. ONLY 11,000 km pratically new.  Phone 99928307 See less",Automatic,Unknown
25000.0,Birkirkara,Used - Fair,"Abarth 595 Turismo 2017 Abarth 595 Turismo   45,000 miles Manual  Beautiful Red with white Abarth stripes and white bumper trimmings + side mirrors   Magnetti Marelli Exhaust 💥   Full Black leather, Climate Control, Navigation, Rear parking sensors, Carbon door sills + Carbon gear knob, 17” alloy wheels with 4 new Pilelli tyres, Automatic dimming rear view mirror, Brand new Abarth floor mats  €25,000  Contact: 99262988 See less",Automatic,Unknown
14200.0,Msida,Used - Fair,"Mercedes Citan Vans Mercedes Citan Vans 2015 models mint condition twin side doors, air conditioned etc. ",Manual,Unknown
17100.0,Msida,Used - like new,Bmw F30 2015 Kull mandu 34 miles ta malta .gdid fjamant anka gewa .u rimiejit godda  Year : 2015/16 Engine: 2.0 diesel twin turbo Licence: low licence ta malta Gear : automatic Brand new rims  Maximuim licence €339 See less,Automatic,Diesel
19500.0,Żebbuġ,Used - Fair,"2013 Isuzu d-max IZUZU D MAX  TA MALTA BIL 1OWNER  VAN COMMERCIAL PICKUP    WITH EURO 5  WITH AUTOMATIC  GEARBOX (((( ENGINE 25 TWIN TURBO DIESEL)) ((EXTRAS WITH  AIR CONDITION  AND WITH POWER STERING , ELETRIC WINDOWS ONLY INCLUDE ELETRIC SEATS HEATED SEATS WITH LEATHER SEATS, ELETRIC MIRRORS  )))  WITH TA MATLA YEAR 2013 AND PREVIOUSLY OWNER VERY VERY VERY  CAREFULLY  WITH MILEAGE((140, 806 KM)) PRICE 19,500 EURO WITH LICENSIE PAID TILL APRIL 2023 ((((((((((( 4 door with 4 SEATER ))))))))))  ghall bejgh  REGISTRADE IN MALTA IN 19-8-2013 IN VERY MINT CONDITION FOR VIEWING PLS I SEND THE MESSAGE FACEBOOK AND I TAKE  ADDRESS ETC CONTACT 79335178,77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER MALTA. See less",Automatic,Diesel
1750.0,Luqa,Used - Good,KIA MENTOR Only 36.700 miles In very good condition. ,Manual,Unknown
1234.0,Żebbuġ,Used - Good,Car jig Car jig very good condition Mob 99294763 ,Manual,Unknown
3500.0,Ħamrun,Used - Fair,Audi a 6 ta malta,Manual,Unknown
6980.0,Birkirkara,Used - Good,"Vw Golf Mk6 ▪️ VW GOLF MK6 2011 model 1598cc Diesel engine with Manual transmission,full extras,ready fully serviced with 120k miles in mint condition..  ▪️Price €6.980 ▪️license €268  ▪️Deposit Monthly payments directly with with us accepted.  ▪️for more information Call us on 99440022 -21479999   ▪️or visit us at sonic showroom 42’Mannarinu road b’kara next to James caterers supermarket.  ▪️We strive to provide our customers with the very Best pre-owned vehicles on the market. Feel free to visit our Showroom We'd be more than happy to help you find the perfect vehicle for your needs and budget because Client`s Satisfaction is our priority!!   ▪️Sonic car sales  where prices and quality come first.  ▪️Monday To Friday  From 09,00am Till 18,00pm  Saturday  From 9,00am till 13.00pm Sunday By appointment  ▪️Location: Sonic showroom  Mannarinu road b’kara  https://maps.google.com/?q=35.896370,14.465668 See less",Manual,Unknown
3500.0,Attard,Used - Good,Mini Cooper Mini cooper  Manual  Very good condition  16 petrol  Power steering  Aircondtion  Electric windows  Very good condition  Central lock  1 year lic paid  Deposit plus monthly accepted  Mob 99941021/79473113 See less,Manual,Electric
7000.0,Qormi,Used - Fair,Mitsubishi pajero shogun V6 3.2 turbo diesel engine Manual Commercial license €295 fixed Full extras License till end of december 2023 Mobile number: 99540799 See less,Manual,Diesel
2500.0,Mosta,Used - Good,"NISSAN MARCH ☀️ CONVERTIBLE ⚠️ CONVERTIBLE ❗ ⚠️ FUN TO DRIVE 🤗 ⚠️ STYLISH 🔝  🏁NISSAN MARCH 🏁CONVERTIBLE  🏁MODEL 1997/98 🏁13hp PETROL ENGINE  ⚠️ Cheap Fixed License €117  🤝 Bargain €2,500 ☑️☑️  ☎️ Contact A&A Car Imports ☎️ 27012488 📱99060297 📱99120998 WhatsApp See less",Manual,Petrol
2900.0,Żurrieq,Used - Fair,"2001 Hyundai Santa Fee Ta Malta full extras Hyundai Santa Fe Ta Malta  ✅️Cheap license, maximum Euro 325 Paid till December 23 ✅️Air-condition ( New compressor)  ✅️2.0 Diesel 4x4 suv ✅️Leather interior ✅️Tow bar ✅️Full extras  ✅️Very strong SUV ✅️Excellent fuel economy   Nearly 150,000km (93k miles),  Manual Have body damage on right front wing and part door Perfect for dog owner, boat owners or working car.  Serious buyers only Call 77521521 See less",Manual,Diesel
2000.0,San Ġiljan,Used - Good,1999 Toyota starlet 15 diesel. Manual. In good condition ,Manual,Diesel
3000.0,Msida,Used - Fair,Subaru Legacy 2.5 Bifuel (Petrol-Lpg) Subaru Legacy 2.5 bi-fuel  (Petrol-Lpg) Year 2004 Km 230.000 Left hand drive Maltese plate ,Manual,Petrol
6700.0,Żebbuġ,Used - Good,PEUGEOT 108 TA MALTA IN VERY GOOD CONDITION CALL 7705 7099 Peugeot 108 Ta Malta 1.0 engine Manual  Air condition Bluetooth In very good condition Call 7705 7099 See less,Manual,Unknown
9500.0,Ħamrun,Used - Good,"Volkswagen Polo ✅ Volkswagen  ✅ Polo ✅ 2011 ✅ manual ✅ 1,2 cc ✅ Turbo Diesel TDI ✅ 5 Doors ✅ Full Extras ✅ Blue motion series  ✅ Seat heating  ✅ Bluetooth radio  ✅ Price: 9.500€  Montly payments accepted!  With low deposit!   Call on: 79239401 / 99579707   See less",Manual,Diesel
3800.0,Attard,Used - Fair,"Bmw 525 msport for sale bmw 525 msport with 105,000 mls fully serviced,  maltese license 550k, paid for one year, linic defect and radio that doesn't work, and a few scratches but otherwise everything is ok. See less",Manual,Unknown
3700.0,Santa Venera,Used - Fair,"S Full Extra With suzuki Grand Vitara New From Malta 2009 Model with Red Plate at the moment Suzuki grand Vitara with Full Extra,  New From Malta 2009 Model with Red Plate at the moment license €260 1.9 diesel engine with towing bar and third plate See less",Manual,Unknown
4500.0,Mosta,Used - like new,BMW 320d Sunroof Manual Great Condition 2006 Bluetooth stereo system ,Manual,Unknown
5700.0,Marsaskala,Used - like new,"2010 Toyota iq Metallic Black IQ2 VVT-I Hatchback Petrol 1.0L In perfect condition and all the extras an IQ can have. Climate control Keyless Automatic wipers Automatic headlights Auto tinting back view mirror Electric mirrors Gunmetal alloy wheels 85,000miles Manufactured in 2010 See less",Automatic,Electric
5900.0,Birkirkara,Used - Fair,"2008 Accord 2.0 Vtec •2.0 Vtec •ES GT model • 1 owner •73,000 miles •Ta Malta •Just been polished •VRT every 2 years •All round tinted windows + headlights/taillights half tinted •cruise control •trip computer  • rear sensors •half leather   Not in a rush to sell will only let it go for the right price!  Price slightly negotiable See less",Manual,Unknown
4450.0,San Pawl il-Baħar,Used - Fair,"2009 Mazda 6 Mazda 6 . 1.8 petrol manual,147k km. Licence paid till Oct.'23 . TOP condition. 2010. Licence 556e. P/E See less",Manual,Unknown
