Title,Price,Locality,Description,Condition
Toyota vitz hatchback 2003,2499.0,Żabbar,"✅ Toyota ✅ Vitz ✅ Hatchback ✅ 2003 ✅ Manual ✅ 10 ✅ Petrol ✅ 137,000kms ✅ 2 Doors ✅ Full Basic Extras ✅ Sunroof ✅ Local ✅ €117 Max License  ✅ Price 💥 €2499💥  See less",Used - Good
Suzuki Gran Vitara,2000.0,Żebbuġ,Garaged Mob-79004236 ,
2013 Nissan march,5800.0,Naxxar,"Nissan March 2013 - Top of the range model puredrive 128,000 km Keyless Entry Keyless Ignition Start/Stop Remote lock/unlock + spare key Sport Mode Automatic Climate Control Open Doors Sensors Side Mirror auto open/Close  4 windows main driver control  Childlock  Back and front seat speakers Some Scratches on body as seen in pictures Bluetooth device to connect phone included See less",
Chevrolet Camaro RS,9999999.0,Attard,"Chevrolet Camaro RS    Year 2012 fifth Generation   Mileage 21,500kms   License paid till August €480 and it goes up to €780 only registered with daily plates    Full Rs Package   Interior:   Leather seats    Exterior:   Finished in white   21"" alloys   Reversing camera   Rear spoiler    Engine and transmission:   3.6 ltr V6   6 Speed manual   K&N intake    History:   Imported from Canada   Service history   New upgraded clutch    Whats up or Call: 77321032 See less",
2011 Alfa Romeo giuletta qv 1750 tbi 235 bhp,10500.0,Marsa,"Half leather seats with red trimmings.  76,000 miles ",
Hyundai Accent,1000.0,Balzan,Hyundai Accent good working condition starts and drives well. Body needs some attention.  CALLS ONLY - 99461473 See less,
Kia Ceed,5000.0,Luqa,Kia ceed   Full extras  Manual 2012  Petrol Low license  Very good condition   ,Used - like new
Renault Megane coupe,4500.0,Żebbuġ,"Renault Megane coupe 15DCI Price 4,500 YOM 2009 Manual 15DCI Diesel FULL LEATHER INTERIOR Keyless Air conditioning Climate control  And more....  Mob: 77466684 See less",
Renault convertable,3500.0,San Ġwann,Renault convertable good condition price negotiable must see. Pls call owner 79431441 ,
Honda Fit,6000.0,Ħamrun,Honda Fit  ✔️2009 model ✔️13.30 engine ✔️Japan import ✔️Automatic  ✔️Petrol  Mint condition! Must be seen! Monthly installments accepted. Low deposit.  Price €6000  Please call on 79239401/99579707 See less,Used - like new
Corvette c3 1977 good condition,33000.0,Birkirkara,Corvette c3 1977 ,
Toyota Yaris Hybrid,8900.0,Għaxaq,2013 Automatic Hybrid Direct from owner Mileage 110k Price negotiable ,
Opel Astra G,1000.0,Birkirkara,Daily use car  Low licence Alloy wheels and Alarm Petrol 16V some body scrathes and internal usage  Good also as for parts or part exchange. See less,
Maruti Gypsy,3700.0,Mosta,1989 Maruti Gyspsy   Original 1.0l engine with hardtop  New +2inch shock absorbers New lifted leaf springs plus added a leaf in the rear +2inch shackles New tierods + tierod ends New bushings New tyres  1inch spacers Roof rack Bullbar Sidesteps See less,
Alfa Giulietta - 2014 - Read Desc,7499.0,Żejtun,"✅ Alfa ✅ Giulietta ✅ Hatchback ✅ 2014 ✅ Manual ✅ 20 ✅ Diesel ✅ 67,000mls ✅ 4 Doors ✅ Full Extras ✅ Import ✅ License Paid ✅ €339 Max License  ✅ Price 💥 €7,499💥 ✅ 50% Deposit & Payments ✅ Part Exchange ✅ Contact 77536384 See less",Used - like new
2015 AUDI A1 SPORT TDI,15000.0,Swieqi,"AUDI A1 SPORT TDI 1598 CC HATCHBACK DIESEL 82,637 KM MANUAL 2015 CORTINA WHITE ONE OWNER ONLY SERVICED BY AUDI  SEND PM OR CALL ON 79791990 See less",
Peugeot 3008 ( 32.000 mls only!!!) Ta' Malta,11500.0,San Pawl il-Baħar,"Peugeot 3008, 1.6 HDI - Very economic  - Local - cheap license - License till December 2023 - VRT till December 2024 - 32000 miles only - Automatic + pedal shifting - Parking sensors front  and rear  - Electric windows - Back windows blinds  - Central locking - Child safety lock - ISOfix - Cruise control - Speed limiter - Distance sensor adjustable  - Automatic lights  - Rain sensors  - Head light washers - Heads up display  - Panoramic sunroof - Dual Air condition - Power steering - Hill assistant  - Electric hand brake - Multifunction steering - Cd - Mp3 - Bluetooth - USB - 12V outlet (front,rear,trunk) - Foldable back seats - Foldable passenger seat - Cooling and heating glove department - Cup holders front and back -  Spare wheel - Flash light - And much more... - The car is in excellent condition...  Price negotiable ... For more information you can contact me on Messenger, What's up, Viber... +356 77 32 32 77 See less",
Nissan march 2010 auto,3580.0,Gudja,Full extra  Call 99229502 ,
Chevrolet Cruze,4300.0,Kirkop,Chevrolet Cruze 2.0 diesel ta malta  License till December vrt 2023 55000km vrt every 2 years  Upgrade intercooler modified zisco  Remap 220bhp  Reverse camera Parking sensors Subwoofer pioneer 6.2  inch touch screen usb ... See less,
Big Austin 7,7000.0,Birkirkara,Mob : 99874631 ,
2014 Range Rover evoque 2.2 ed4 pure,24500.0,Balzan,"Land Rover Range Rover Evoque 2.2 eD4 Pure YOM: 2014 Mileage: 90,000km Colour: Santorini Black Interior: Full Tan Leather Transmission: Manual  Key-less Go, ABS, Alarm, Immobiliser, Alloy Wheels, Air Conditioning, Climate Control, Cruise Control, CD Player, Electric Mirrors, Electric Windows, Electric Seat adjust, Full Tan Leather Sport Interior, Heated Seats, PDC Rear Parking Sensors With Display, Blue Tooth, Multi Function Steering Wheel, Spot Lights See less",
Mazda Demio Wine Like New !! just arrived at Ventur Motors Mosta,11200.0,Mosta,Like new  Top of the range I’m the best colour  Phone 99498775  Ventur motor mosta ,Used - like new
Mercedes B Class,12500.0,Balzan,"Mercedes B Class. 2013, B180. 245G/M24CP2/HZAAB522. Single owner. Bought directly from Kinds, local Mercedes sole agent. Full service history available. Serviced yearly at Kinds. 36000 km. Always garaged. Immaculate pristine condition. Asking price : 12500 ......Open to negotiation. See less",
1999 Toyota tercel,1234.0,San Ġiljan,Toyota tercel parts available ,
Peugeot 2008 Allure BluHDI 1.6 diesel 2016/17 facelift model.,14700.0,Żabbar,Full service history. 64K kilometres. Perfect condition. ,
2007 Opel corsa,,Birżebbuġa,OPEL CORSA D   YEAR OF MANUFACTURE : 2007  IMPORTED : LOCAL  OWNERS : 1  KEYS : 2  ENGINE CAPACITY : 1300  FUEL : DIESEL  GEARBOX : MANUAL  EXTRAS :  ✅AIR CONDITION ✅POWER STEERING ✅CENTRAL LOCKING  ✅ELECTRIC WINDOWS  PART EXCHANGE WELCOME!!   CONTACT 📞79958693 See less,
hyundai coupe ta malta,1000.0,Attard,"good condition, selling due  need of family car ,licence till end september 2023 ",
Peugeot 208 ta malta,8500.0,San Pawl il-Baħar,Peugeot 208 manual transmission ta' malta low licence 1.2 petrol 2017 only 63000kms or 36000 miles has all options in very good condition. Part exchange considered .call 99498140 See less,
Ford Focus 2022 28k Km,27000.0,Siġġiewi,Perfect car for Bolt uber ecabs only 27k kms only cash payments acccepted ,Used - like new
Qashqai,12500.0,Tarxien,"Nissan qashqai ta 2015.. bil 15 diesel. Uk import.. max license €300  Perfect condition only 1 owner in Malta.  €12,500 but will be ready to negotiate. For more information contact on 79919828 See less",Used - like new
Daihatsu yrv K3-VET 1.3 turbo petrol automatic,4500.0,Marsaskala,Full extras  Ac License €117 Model 2000 Petrol 120km Part exchange accepted ,Used - like new
KIA SPORTAGE 2016 Manaul,18950.0,Paola,2016 Desiel 1.7  Power steering  Alloy wheels  Manaul Reverse camera  Folding mirrors Monthly payments  Part exchange  Visit our showroom wbautomotivemalta or Contact [hidden information] See less,Used - Good
"Austin 7 For Sale - Eur9,500",9500.0,Żurrieq,"Austin 7 for sale - eur9,500 ",Used - Good
2012 Pegeout RCZ 2.0 hdi 230 bhp!! low miles,13800.0,Ħamrun,Peugeot RCZ for sale no problems..1st owner in malta..no time wasters price slightly negotiable. PE WELCOME See less,
Morris traveller 1959 for sale 99490220,9999999.0,Qormi,Morris traveller 1959 for sale 99490220 ,
Nissan Leaf,12000.0,Msida,"Japan imported electric vehicle Nissan Leaf 2018. Colour: Pearl white with light grey interior,Automatic, car stereo already changed to English setting. For more info contact me. See less",
CITROEN C1 AUTOMATIC 2014,5800.0,Sliema,Citroen C1  Automatic gearbox  1.0 Petrol 39600mil  63800km electric windows  very cheap lisence AUG23 VERY VERY GOOD CONDITION AND SO CLEAN CAR  Incredible fuel economy  Engine condition is perfect   Im selling because im going back to my country See less,Used - like new
Mazda mx5 2016,25000.0,Sliema,"Car is in mint condition, always garaged with a host of upgrades done. Please contact via private message for more details and negotiations. See less",Used - like new
Car,1450.0,Luqa,,
"Honda Type R Ep3 K20a2 Turbo ‼️🖤 Too Much Money Spent In The Car, P/e Welcome",14000.0,Attard,"Honda type r k20a2 turbo 380bhp. Updated Build Specs - 18/7/17 2 3 Engine 4 Stock K20 Engine 5 Clockwise Motion Baffled Sump 6 Full Race Sidewinder Manifold 7 Precision 6262 Turbo T3 Flange 8 Custom 2.5"" TBE 9 TiAL MVR Wastegate with Screamer Pipe 10 TiAL Q BOV 11 Full Race Vertical Flow Intercooler 12 Full Race Charge Piping Kit 13 Tegiwa Aluminium Radiator 14 Billet Boost Block 15 Heat Protected Loom and Piping 16 Turbo Beanie 17 18 Fuel System 19 Skunk 2 Composite Fuel Rail 20 Injector Dynamics 1000cc Injectors 21 Aeromotive Fuel Pressure Regulator 22 Larger Diameter Feed and Return Fuel Lines 23 2 Litre OBP Surge Tank 24 Bosch 044 External Fuel Pump 25 AN Fittings between pump and tank 26 AEM 320LPH in-tank pump 27 28 Gearbox 29 Syncrotech Carbon Synchros 30 MFactory Helical LSD 31 Stock Final Drive 32 Exedy 3 Puck Clutch 33 34 Chassis 35 Hardrace Camber Arms 36 Ultra Racing Front Strut Brace 37 Energy Bush Kit 38 Area Motorsport YellowSpeed Track Coilovers 39 Tegiwa Rear Anti-Rollbar 40 Hardrace Lower Control Arms 41 Hardrace Roll Centre Adjusters 42 Tegiwa Adjustable Steering Arms 43 Tegiwa Rack Raiser 44 Ultra Racing Rear Strut Brace 45 Endlinks Front 46 Endlinks Rear 47 Nipparts Upper Balljoints 48 49 Brakes 50 YellowSpeed 330mm Front Brake Kit Forged 6 Pot Caliper 51 YellowSpeed 300mm Rear Brake Kit 4 Pot Caliper 52 53 54 HEL Braided Lines 55 56 Wheels and Tyres 57 New 17inchj 58 Toyo R888 GG Tyres 255/45/17 Front, 215/45/17 Rear 59 Mugen Replica Wheels 60 Federal RSR-R 215/40/17 Tyres 61 62 Electronics and Interior 63 Hondata K-Pro ECU 64 SpeedFactory 4 Bar Map Sensor 65 Custom Dyno Tune Running 372HP 66 Autometer Wideband Gauge 67 Autometer Oil Pressure Gauge 68 Autometer Boost/Vacuum Gauge 69 Custom Gauge Mount 70 Pioneer Flipout Stereo DVD 71 2KG Firetech Extinguisher Powder 72 OMP TRS FIA Approved Bucket Seat 73 QSP 4 Point FIA Approved Harness 74 75 Exterior 76 Stuke Design Aluminium Splitter 77 Stuke Design Aluminium Diffuser 78 Mugen Adjustable Rear Spoiler 79 Mugen Replica Carbon Fibre Lip 80 81 Fluids and Oils 82 Engine Oil - Liquimoly Racing 10w60 83 Engine Protection - Liquimoly Ceratec 84 Gearbox - Motul Gear 300 75w90 85 Brakes - Motul RBF660 86 Clutch - Motul RBF660 87 Coolant - Motul MoCool   See less",Used - Good
2020 BMW series 2,37400.0,San Pawl il-Baħar,"BMW 220D F44 2 Series snappper-rocks-blue metallic 2020 Leather Dakota grey !!TOP SPEC!! only 42,000 KM  Price: €37,400  M Sports Package M Sports Suspension M Leather Steering Wheel M Aerodynamics Package M Rear Spoiler Panorama Glass Roof Sun Protection Glazing Interior/Outside Mirror With Auto Dip Interior Mirror With Automatic-Dip Child Seat Mount Sports Seat Storage Compartment Package Seat Heating Driver/Passenger M Seat Belts Interior Trim Strips Illuminated Boston Head-Up Display DAB Tuner Harman/Kardon Surround Sound System Connected Drive Services Connected Package Professional Telephony With Wireless Charging WLAN Hotspot Automatic Air Conditioning Cruise Control With Brake Function Adaptive LED Headlight Light Package LED Fog Lights High-Beam Assistant Active Guard Plus Parking Assistance System (Front & Rear Sensors) Rear Parking Camera Sport Automatic Gearbox Tyre Pressure Display Tyre Repair Set M Sports Steering Alarm System Fold-In Outside Mirror High Gloss Shadow Line Headlining Anthracite BMW Light-Alloy Double Spoke 552M JB For more information or viewing appointments, contact Mark on 79300822 , Antoine 99823737 or visit Cars and More in Burmarrad Other vehicles available! See less",
🇯🇵Japan cars🇯🇵PAOLA CAR CENTRE🔝 79901593 79901587,7990159.0,Paola,💥NEW STOCK OF JAPAN CARS NEXT WEEK💥 💥@ PAOLA CAR CENTRE🔝🔝        📞  79901593      79901587 💥ALL JAPAN CARS UNDER 30K MILES 💥ZERO DEPOSIT ACCEPTED See less,
Opel Rekord 1967,18500.0,Attard,"Opel Rekord 1967, manual transmission, 2000cc engine, 3 doors. Classic car in very good condition. € 18,500. For more information call on 99779852 See less",
"Bmw E90 AUTOMATIC, For Parts Or To Be Fixed",2500.0,Balzan,Bmw e90 year 2006 (CRASHED) 2.0 Diesel Automatic Service’s done few months ago  ✔️Oil and filter’s  ✔️X4 brake disc’s  ✔️X4 Wishbone’s  Selling it as a whole car for part’s or to be fixed Contact: 77344929  💰PRICE NEGOTIABLE See less,Used - Good
Toyota Vit,4200.0,Żabbar,Full extras  Japan import License €340  1.0 petrol Automatic  2006 Good condition  For more info contact 77487303 See less,Used - Good
BMW 1series TA MALTA,8800.0,Qormi,BMW 1 series TA MALTA!! 116d manual business edition top condition only 50k!! Miles not to be missed pm for viewing no time wasters thanks See less,
Chevrolet Captiva,5200.0,Balzan,Chevrolet Captiva Ta Malta Manual transmission  SUV Year of Make 2008|2009 PM if interested ,
"FIAT 500 DOLCEVITA , LOCAL 2021 , 10,000KM , 5,000 deposit",5000.0,Birkirkara,"Available at Premier Car Centre ,  Valley road , Bkara  @ Premier Cars   Deposit €5,000 Direct Finance   Fiat 500 - DolceVita - 2021 / 22  Mild Hybrid  1 Careful owner  Reason for selling ; Owner left the Country  LOCAL  12,000km only as NEW  UNDER Agent Warranty   Mob 79012006 Frederick   Also available Mercedes ,  BMW , Mazda , Toyota , Audi , and more models See less",
2008 Nissan qashqai,7200.0,Birkirkara,"Selling a pristine 2008 Nissan Qashqai Tekna Version with top of the range specifications.  As the Tekna Version, this Qashqai is loaded with all the top-of-the-line features you could ask for. From heated leather seats to a panoramic sunroof, this car has it all. And with its Bluetooth connectivity and premium BOSE sound system, you'll always stay connected and entertained on the road.  Engine: 1.5 litre DCI diesel engine  List of features: - 17 inch tires - Xenon Lights - BOSE Sound System - Bluetooth connectivity - Electric Folding Mirrors - Rain sensor windscreen wipers - Automatic climate control - Keyless entry and start - Reverse camera - Leather steering - Roof rack - Original tinted glass - Heated Leather Seats - 6 Gear transmission - Rear Seats Armrest - New Spare Wheel  New Battery was also installed and still under guarantee Clutch, Pressure plate and trust bearing also recently replaced.  Contact number: 99425652 or private message on Facebook See less",
Mercedes A Class 220 AMG,1000.0,Fgura,"Mercedes benz A220 AMG Model year - 2014 Fuel - diesel Colour - silver  Mileage - 98,000miles  Car is in excellent condition Full extras  5 Door  Automatic  Panoramic roof    Please call on 99229982 / 79002526  See less",Used - Good
FORD FIESTA ......16 DIESEL.......FULL EXTRAS.......MANUAL......2005 ...IN GC,1200.0,San Pawl il-Baħar,FORD FIESTA ......16 DIESEL.......FULL EXTRAS.......MANUAL......2005 ...IN GC BLACK LEATHER SEATS AIRCONDITION.... POWER STEERING CENTRAL LOCKING..  ELECTRIC WINDOWS ALLOY WHEELS STEREO 2005  MODEL 1.6 DIESEL  .....MANUAL.... LICENCE ......385 VRT TILL END APRIL 2024.... GOOD FIRST OR DAILY CAR.... DRIVES GREAT ! TEL.... 7750 8850 See less,Used - Good
"Smart For Four , PRIME , Automatic, 15,000 km",4500.0,Birkirkara,"Finance Option ;  Available  with €4,500 Deposit  - DIRECT Finance   *** SMART For four , PRIME - Automatic - 1.0 Petrol   ***   SMART For four  PRIME ( Leather  , Panoramic Glass , heated seats , reverse Camera , alloys ETC ... )  1.0 Petrol   Automatic  JAPAN IMP  1 Owner  2017   AS NEW With warranty   Available for Viewing  @ Showroom Birkirkara   Premier Car Centre   Commercial - ROAD TAX ***   Cash Price On Request   CALL - ( 79012006 )  **** Attractive Finance OFFER on All our Vehciles ****  Direct Finance - upto 5 Years - No Bank Loans Required  Deposit Required & Monthly Payment - 5 Years  For All Type of Cars , Local , Japan & UK Imports  Also available most of Luxury Vehicles in Stock , Mazda , Toyota , VW , Bmw , Mercedes , Opel , Peugeot , Mazda , Suzuki , Porsche , ETC ...  Contact Sales Management for all your enquiries ; Frederick 📞 79012006 See less",
Hyundai 10,6500.0,San Pawl il-Baħar,2014 model A/c central locking power steering. ,
TOYOTA YARIS / VITZ TA MALTA ONLY €117 LICENCE FULL EXTRAS PARTEXCHANGE OK CALL 77456579 OR 99456579,4800.0,Msida,TOYOTA YARIS BOUGHT NEW LOCAL ( TA MALTA) €117 ONLY LICENCE PER YEAR 2006 MODEL 10CC ENGINE PETROL MANUAL TRANSMISION X 2 KEYS LICENCE PIAD TILL DECEMBER 2023  FULL EXTRAS POWESTERING AIRCONDTION ELECTRIC WINDOWS CENTRAL LOCK ALARM AND MUCH MORE  GOOD CONDTION PARTEXCHANGE WELCOME CALL OR SMS ON 77456579 OR 99456579 WHATSAP 77456579 See less,
Toyota Tercel,4200.0,Rabat,Toyota tercel Manual 15 turbo diesel New cover seats Service recently done Enkei rims with good tires New wishbone New vented disc brakes 2 new engine mounts See less,
2003 Peugeot 206 x line 1.4 hdi,1599.0,Qormi,"VRT carried out in December 2022  License paid until DEC 2023.  The body needs some attention, but the car works mechanically fine.   Very economical with a diesel 1.4 HDI engine.  Electric Windows, Power Steering, Air Conditioning, Bluetooth stereo  Low License capped at €170.  Price is negotiable and offers are welcome. See less",
2005 Mercedes C230 compressor avantgarde not registered,3900.0,Swieqi,"Not registered in Malta! EU documents. Mercedes Benz C230 Automatic, Year 2005, 1796cc petrol, 141kw ",
Lotus eclast,4500.0,Żebbuġ,"No papers needs some tlc good for hillclimb no time for it, calls only no part exchange call 79391777 and no time wasters pls See less",
Bmw 120D,5000.0,Safi,Bmw 120D 2009  143k miles Timing chain changed Clutch + flywheel changed Full extras  -AC -automatic headlights (angle eyes)  -cruise control  - elelctric windows/mirrors - headlight washers  Recently full serviced + new battery  Vrt done ✅  Please call on 77980439 See less,Used - Good
2006 Honda jazz,2500.0,Swieqi,"Selling Honda Jazz. Only one owner.  ITALIAN CAR.  Engine is in good condition, no need to fix the mechanical structure.   Perfect if you need to move things, it fits a lot of stuff.   Road license paid until August 2023.   Payment Revolut or BOV pay only, NO CASH.  ITA:  AUTOMOBILE CON GUIDA A SINISTRA, UNIPROPRIETARIO, IMPORTATA DALL'ITALIA.  Vendesi Honda Jazz, motore funzionante, non necessita di riparazioni.  Capientissima. Bollo pagato fino Agosto 2023.  NO CONTANTI, Pagamento Revolut. See less",
Hyundai atos 2004 manual 117euro license,1000.0,Mtarfa,Hyundai atos 2004 manual car is in good working condition only have some faded spray vrt 2 years for more info call 77773019 See less,
Toyota Vitz 2009,4000.0,Żebbuġ,Toyota Vitz 2009 10 petrol automatic Good condition  206km Engine is brand new from inside  Vrt passed New door speakers and subwoofer See less,
Toyota Yaris 2018 1.5L Manual,11000.0,Mellieħa,"Toyota Yaris 2018 1.5L Petrol (very low consumption)  Manual 6 speed Mint condition Fully serviced - Toyota Malta (all invoices included) 1 owner 65K km Still on warranty until August 2023 Toyota body warranty for 12 years Licence will be paid from my end on July 2023 Perfect car for Malta  Part exchange considered - small and cheaper  4x4 (gypsy, jimny, samurai)  Contact number 79614784  Please read well the advertising, time is precious 😬 See less",
Honda Fit 2015,8800.0,Swieqi,"Honda Fit / Jazz Automatic  Manufacturing year 2015, Register in Malta on June 2021, 49000km, Next VRT due end May 2023, Low license. One lady owner only, Full extra including: Reversing camera and dash camera Reason for sale:  Change to a large size vehicle. See less",Used - Good
Jeep maruti 99520227,3000.0,Żabbar,,
⭐2007 Jaguar X type ⭐ Ta🇲🇹 low license ❗❗(300e),3499.0,Żabbar,"2007 Jaguar X type ✅Low license (300e) paid  ✅Low km only 120km❗❗vrt every 2years ✅ Service history  ✅ Beige leather interior ✅New tyre's and new battery (still with warranty ) ✅Ice cold ac ✅X2 keys Many extras to mention Always garaged and serviced  💥PRICE 3,499e 💥(negotiable) PE CONSIDER t See less",
Fiat Barchetta - Limited edition 2004 LHD Manual,9450.0,Sliema,Tidy example with a genuine low mileage. Red  No time wasters please.  This car comes with: Adjustable Steering Column/Wheel Electric Windows (Front) Removable and storable roof In Car Entertainment (Radio/CD) Speakers Upholstery Cloth Mirrors External Air Bag Driver Air Bag Passenger Anti-Lock Brakes Central Door Locking Front Fog Lights Immobiliser Power-Assisted Steering See less,
Nissan note ta malta 2015 model,7900.0,Msida,Nissan note ta malta 2015 model Petrol  Only 57 km Full extras  One owner  Mint condition for more info call 99447826  Or visit us at kurt autosales in 134 valley road msida See less,Used - like new
Hyundai ix 35,14000.0,Swieqi,"leather seats always garaged , very good condition ",Used - Good
For sale or p/e well come call 📞 99454494,1000.0,Qormi,For sale or p/e well come call 📞 99454494 for more information pm ,
BMW 318TI COMPACT,4300.0,Gżira,BMW 318TI COMPACT   Very few models made Series 3 M Sport Ta Malta Very Good condition inside and out 2.0petrol engine 3 door sport fast back Nearly new Tyres  Comes with Full Extras Air condition  Power Steering  Fully adjustable Steering Column Cruise Control  ABS Traction Control Electric Windows  Electric Mirrors  Front bumber integrated fog lights Bucket Seats Factory Original CD Stereo with 6 CD Changer Always Serviced  License Aprox €560  Calls only 7761 8763  Price €4300 See less,
2003 Peugeot 206,1400.0,Attard,Peugeot 206  Eur1600 H'Attard License till January 2024 (Licenzja ta' Malta) ,
VW Golf Mark 4 TDI 2004 Manual,2750.0,Birkirkara,"Golf MK4 2004 19 TDI Manual Driving UK Import  Tale Quale Price Negotiable  Very reliable car, perfect for first time drivers and golf enthusiasts  Contact: 79066343, 77773903 See less",
Toyota Vits,3600.0,Qrendi,Toyota Vits 10cc Petrol Auto matic Licence 117 euro Full extras Very good Condition Cal 77799900 ,
Renault captur 15dci diesel,13000.0,Kirkop,"Low mileage 55k miles Negotiable Low license Satellite Navigation,  17 inch alloy wheels,  ABS brakes with Traction Control,  Bluetooth, Central Locking,  Cruise Control,  Electric Folding Mirrors,  Rear Parking Sensors,  Multifunction Steering Wheel,  Electric Windows (Front & Rear),  Power-Steering,  Climate Control with Air Conditioning See less",
2002 Honda civic ep3 typer (old license),18000.0,Attard,"Honda Civic TypeR EP3 (Low license)  Car is in excellent condition, always taken care of with quality products and maintenance  I'm 2nd owner from new, bought from local dealer in Malta. I owned car for 10+ years. Mileage: 65K  Tegiwa Carbon Fibre intake Tegiwa 70mm catback exhaust  DC Sport exhaust manifold Engine mounts inserts (Energy Suspension) Ferodo front brake pads  Shifter bushes replaced, shifter feels a brand new car  Only serious enquiries please, no p/e See less",
Golf MK4 14Petrol,3500.0,Xagħra,Golf MK4 14Petrol 140k km Price negotiable ,Used - Good
1970 Ford Mustang mach 1 fastback,58000.0,Rabat,1970 Mach1 Fastback. Engine. Ford Windsor V8 5.8lt Contact . 79490453 ,
Popel,3200.0,Birżebbuġa,Gudd ,
ALFA ROMEO MITO BREAKING FOR PARTS,9919370.0,Santa Venera,ALFA ROMEO MITO BREAKING FOR PARTS  Full Car  Black Panels  PM or call 99193706 ,Used - Good
mercedes w124 station wagon for parts,12435.0,Mġarr,w124 ,
Mondeo ta 2002 malta 20 turbo Diesel,1500.0,Żejtun,79918594 ,
Nissan terrano for parts 99490220,9999999.0,Marsa,Nissan terrano for parts 99490220 ,
MGB 1978,30500.0,Swieqi,"Fully restored 1978 with no expense spared ! With a step by step picture restoration and all receipts to go with it , it’s as new and better . Registered and ready to use See less",Used - like new
E55 W210 V8 Petrol Auto,32000.0,Fgura,79871356 Needs minor fixes  Location fgura  Auction price starts 32k  ,Used - Fair
2017 Toyota yaris,9800.0,Swieqi,"TOYOTA YARIS - 2017 Bought in Malta (from Toyota show room) -FIRST REGISTRATION 20.1.2017 - 1 OWNER !! - -colour RED -fuel – PETROL -ENGINE CAPACITY – 1330 qub.cm - MANUAL – 6 gears -5 doors / HEDGEBACK - - electric mirrors and windows - Passed ONLY  12 400 miles  - - No accidents !!!!! - -PLS NOTE-THE PATTERN ON THE BODY YOU SEE ON THE PHOTOS ARE SUN REFLECTIONS - Never used in summer months – always kept in a garage.  That’s why  tires (DUNLOP) are in a very good condition !  - Equipped with AC, radio, blue tooth, reverse camera, USB slot,   additional : -special rubber bands on the doors and body for protection - VRT – passed 2022,exempted for 2023 - -road license (198 eu-TO BE SHARED) paid till December 2023 SELLING PRICE 9 800 EU – NOT NEGOTIABLE.!!!!! THE CAR WILL BE AVAILABLE  WITHIN THE PERIOD 28.4. – 1.5. SURCHARGES MAY APPLY  IF YOU WANT THE CAR BY THE 3RD OF APRIL  INQUIRIES VIA sms, chat, FB-messenger  and etc. will be NOT accepted  – IT IS NOT SERIOUS ! Pls call 99445026, 99243883 ( viber and WhatsAp as well ) See less",
"Jeep Renegate 4xe plug-in July 2021 11,000 Km, automatic gearbox",31000.0,Swieqi,"Jeep Renegate plug-in with battery autonomy of 50 km. From Malta. Engine 1500 cc patrol. 4x4. Automatic gear box  All time parked in a box. ONLY 11,000 km pratically new.  Phone 99928307 See less",
Abarth 595 Turismo,25000.0,Birkirkara,"2017 Abarth 595 Turismo   45,000 miles Manual  Beautiful Red with white Abarth stripes and white bumper trimmings + side mirrors   Magnetti Marelli Exhaust 💥   Full Black leather, Climate Control, Navigation, Rear parking sensors, Carbon door sills + Carbon gear knob, 17” alloy wheels with 4 new Pilelli tyres, Automatic dimming rear view mirror, Brand new Abarth floor mats  €25,000  Contact: 99262988 See less",
Mercedes Citan Vans,14200.0,Msida,"Mercedes Citan Vans 2015 models mint condition twin side doors, air conditioned etc. ",
Bmw F30 2015,17100.0,Msida,Kull mandu 34 miles ta malta .gdid fjamant anka gewa .u rimiejit godda  Year : 2015/16 Engine: 2.0 diesel twin turbo Licence: low licence ta malta Gear : automatic Brand new rims  Maximuim licence €339 See less,Used - like new
2013 Isuzu d-max,19500.0,Żebbuġ,"IZUZU D MAX  TA MALTA BIL 1OWNER  VAN COMMERCIAL PICKUP    WITH EURO 5  WITH AUTOMATIC  GEARBOX (((( ENGINE 25 TWIN TURBO DIESEL)) ((EXTRAS WITH  AIR CONDITION  AND WITH POWER STERING , ELETRIC WINDOWS ONLY INCLUDE ELETRIC SEATS HEATED SEATS WITH LEATHER SEATS, ELETRIC MIRRORS  )))  WITH TA MATLA YEAR 2013 AND PREVIOUSLY OWNER VERY VERY VERY  CAREFULLY  WITH MILEAGE((140, 806 KM)) PRICE 19,500 EURO WITH LICENSIE PAID TILL APRIL 2023 ((((((((((( 4 door with 4 SEATER ))))))))))  ghall bejgh  REGISTRADE IN MALTA IN 19-8-2013 IN VERY MINT CONDITION FOR VIEWING PLS I SEND THE MESSAGE FACEBOOK AND I TAKE  ADDRESS ETC CONTACT 79335178,77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER MALTA. See less",
KIA MENTOR,1750.0,Luqa,Only 36.700 miles In very good condition. ,
Car jig,1234.0,Żebbuġ,Car jig very good condition Mob 99294763 ,
Audi a 6 ta malta,3500.0,Ħamrun,,
